date,latitude,longitude,country_name,admin_division_name,risk_class,elevation,temperature_2m_mean,precipitation_sum,rain_sum,precipitation_hours,et0_fao_evapotranspiration
2020-07-05,13.92958382,75.60098320999998,india,Karnataka,High,579.0,23.8,5.1,5.1,18.0,2.9
2014-08-04,30.709,76.9834,india,Haryana,High,742.0,25.6,6.4,6.4,20.0,3.44
2017-06-26,24.21988831,93.20266204,india,Manipur,Low,807.0,23.7,34.6,34.6,21.0,2.45
2017-04-25,33.17191499,75.81074366,india,Jammu and Kashmir,Low,1112.0,18.1,0.2,0.2,1.0,4.44
2017-02-26,33.25646771,75.77361313,india,Jammu and Kashmir,High,1017.0,8.3,0.0,0.0,0.0,3.33
2017-05-26,25.907233,91.881892,india,Meghalaya,Medium,577.0,23.5,8.7,8.7,8.0,2.34
2016-07-10,25.7902,94.1318,india,Nagaland,Low,1285.0,22.4,17.9,17.9,20.0,2.8
2018-09-22,12.41958869,75.70384332,india,Karnataka,High,978.0,20.6,0.0,0.0,0.0,4.3
2013-11-17,13.6529,79.3439,india,Andhra Pradesh,Low,541.0,20.1,13.7,13.7,21.0,0.78
2008-08-12,14.229,74.8122,india,Karnataka,Low,294.0,22.6,59.3,59.3,24.0,1.33
2018-08-16,9.82689429,76.92110479,india,Kerala,Medium,908.0,19.3,133.9,133.9,24.0,1.07
2015-08-27,23.7269,92.7265,india,Mizoram,High,898.0,22.4,13.4,13.4,12.0,2.89
2012-08-17,9.7285,76.80299999999998,india,Kerala,High,326.0,21.6,31.8,31.8,24.0,0.78
2008-06-15,32.5659,75.09439999999998,india,Jammu and Kashmir,Medium,369.0,26.5,10.2,10.2,13.0,2.16
2015-08-01,23.9278,94.0906,india,Manipur,Medium,909.0,22.1,16.4,16.4,22.0,2.01
2010-09-19,30.1035,78.4265,india,Uttaranchal,High,774.0,21.4,26.0,26.0,20.0,1.05
2015-07-22,25.5007,93.9854,india,Manipur,High,1437.0,19.7,21.8,21.8,24.0,1.34
2018-09-27,31.11743075,77.5745521,india,Himachal Pradesh,Medium,2170.0,14.5,1.8,1.8,4.0,3.31
2017-03-25,33.40307977,75.68061125,india,Jammu and Kashmir,Low,1705.0,10.9,0.1,0.1,1.0,3.3
2018-05-31,18.83564731,83.23165344999998,india,Orissa,Low,352.0,29.8,5.8,5.8,2.0,4.58
2011-02-16,33.3308,75.1774,india,Jammu and Kashmir,Medium,1814.0,0.7,6.5,4.7,17.0,1.59
2013-07-14,31.673,76.5338,india,Himachal Pradesh,Low,748.0,25.3,1.7,1.7,9.0,4.06
2018-08-09,10.02195311,76.94077696,india,Kerala,Medium,942.0,19.5,36.6,36.6,23.0,2.13
2017-01-06,31.0563269,77.13685017999998,india,Himachal Pradesh,Low,2090.0,2.2,8.6,8.6,12.0,0.83
2015-08-01,24.9111,94.4759,india,Manipur,Low,1804.0,16.7,8.4,8.4,17.0,2.0
2017-06-12,13.90074546,74.66018578,india,Karnataka,High,76.0,24.9,175.5,175.5,24.0,1.06
2012-09-16,27.1675,88.3651,india,Sikkim,High,1551.0,17.6,65.3,65.3,24.0,1.35
2015-07-01,26.9978,88.167,india,West Bengal,Low,2158.0,18.4,24.3,24.3,17.0,2.9
2016-07-28,23.5397,93.3783,india,Mizoram,Low,1582.0,19.4,12.9,12.9,7.0,3.81
2015-08-15,18.7631,73.3471,india,Maharashtra,High,399.0,23.9,5.2,5.2,11.0,2.54
2014-10-20,25.5006,90.0896,india,Meghalaya,High,48.0,25.3,0.2,0.2,1.0,3.41
2013-06-07,26.0977,94.7499,india,Nagaland,High,1538.0,20.1,17.7,17.7,22.0,2.05
2016-05-18,24.4638,92.4943,india,Assam,Medium,90.0,24.8,31.7,31.7,21.0,2.37
2015-08-15,30.9111,78.68139999999998,india,Uttaranchal,Low,1940.0,19.9,5.5,5.5,15.0,2.72
2016-04-22,27.5799,91.8569,india,Arunachal Pradesh,High,2758.0,8.7,29.8,29.8,21.0,2.33
2011-08-11,32.7327,74.85559999999998,india,Jammu and Kashmir,Low,337.0,27.1,6.5,6.5,12.0,3.47
2013-09-02,28.611,94.9829,india,Arunachal Pradesh,Medium,1610.0,17.4,142.4,142.4,24.0,0.9
2017-04-06,31.01260519,78.88449525,india,Uttaranchal,Medium,3064.0,3.8,32.3,0.7,23.0,2.5
2015-11-07,11.3237,76.9101,india,Tamil Nadu,High,325.0,24.8,4.7,4.7,9.0,3.37
2011-08-07,33.0271,75.0018,india,Jammu and Kashmir,Medium,2087.0,17.8,8.7,8.7,9.0,2.74
2008-08-10,18.72,73.47,india,Maharashtra,Low,730.0,20.9,32.6,32.6,24.0,0.88
2017-03-30,24.79591421,93.72386429,india,Manipur,High,1007.0,17.2,151.5,151.5,24.0,0.9
2011-06-27,12.6771,75.2565,india,Karnataka,Low,95.0,23.8,47.7,47.7,24.0,1.41
2010-09-19,30.9015,78.77559999999998,india,Uttaranchal,Low,5154.0,-1.6,42.7,4.2,24.0,1.43
2015-07-01,26.8781,88.28069999999998,india,West Bengal,Medium,1506.0,20.7,46.0,46.0,24.0,2.63
2017-02-25,33.17580726,75.81055668,india,Jammu and Kashmir,Medium,1030.0,9.4,0.8,0.8,4.0,2.91
2007-07-30,22.479,92.967,india,Mizoram,Medium,472.0,24.6,2.6,2.6,7.0,3.98
2010-10-12,33.1847,75.8062,india,Jammu and Kashmir,Medium,965.0,20.7,0.0,0.0,0.0,3.7
2017-08-22,31.102451,77.20458599999998,india,Himachal Pradesh,Medium,2271.0,16.1,2.7,2.7,11.0,2.85
2007-07-28,15.4014,73.82769999999998,india,Goa,High,18.0,25.7,33.7,33.7,24.0,1.96
2017-07-01,26.1445447,94.24416766,india,Nagaland,Low,1271.0,20.4,17.1,17.1,24.0,2.04
2014-07-15,27.059,88.46939999999998,india,West Bengal,Low,1189.0,20.9,39.3,39.3,21.0,1.54
2012-07-19,26.8546,88.3373,india,West Bengal,Low,815.0,23.0,47.8,47.8,24.0,1.4
2014-10-09,10.9654,76.55159999999998,india,Kerala,Low,141.0,24.6,5.2,5.2,8.0,3.22
2013-08-04,26.0838,94.564,india,Nagaland,Medium,1848.0,19.2,12.8,12.8,12.0,3.4
2009-09-01,29.7036,78.56579999999998,india,Uttaranchal,Low,391.0,26.5,5.0,5.0,4.0,3.66
2010-08-24,24.8029,93.6228,india,Manipur,High,1304.0,21.8,3.6,3.6,7.0,3.55
2015-04-28,30.5631,79.57649999999998,india,Uttaranchal,High,1455.0,14.3,0.3,0.3,2.0,3.78
2010-07-07,31.5041,77.9521,india,Himachal Pradesh,Low,3489.0,10.3,9.3,9.3,15.0,2.78
2010-06-11,26.944,88.4441,india,West Bengal,Low,214.0,26.6,13.2,13.2,12.0,4.5
2011-07-17,26.99195749,88.42280920999998,india,West Bengal,High,322.0,24.9,27.1,27.1,18.0,2.24
2016-05-18,24.5308,92.5121,india,Assam,High,67.0,25.0,31.7,31.7,21.0,2.37
2017-05-20,30.56504675,79.56163207999998,india,Uttaranchal,Medium,1444.0,19.7,2.6,2.6,7.0,4.36
2007-09-10,27.3425,88.62359999999998,india,Sikkim,High,2102.0,16.7,25.9,25.9,24.0,1.56
2011-07-09,31.0188,78.41289999999998,india,Uttaranchal,Medium,3317.0,12.2,16.4,16.4,18.0,2.67
2013-05-12,24.9926,93.4946,india,Manipur,Medium,1131.0,19.7,7.9,7.9,15.0,3.07
2014-08-26,31.5593,77.9277,india,Himachal Pradesh,Medium,1586.0,18.9,0.0,0.0,0.0,5.01
2010-09-20,30.7332,78.4401,india,Uttaranchal,Medium,1466.0,20.8,3.4,3.4,6.0,2.69
2013-06-16,30.885,78.6695,india,Uttaranchal,Medium,1905.0,16.8,104.3,104.3,24.0,1.0
2015-07-15,27.36,93.0385,india,Arunachal Pradesh,Low,404.0,25.1,64.8,64.8,22.0,0.85
2016-10-12,26.8692,88.46949999999998,india,West Bengal,High,202.0,23.2,137.1,137.1,24.0,0.61
2007-08-07,15.0296,74.0253,india,Goa,Medium,29.0,24.6,39.6,39.6,24.0,1.44
2015-09-23,25.583,91.893,india,Meghalaya,High,1451.0,20.2,67.6,67.6,24.0,0.83
2018-04-27,30.74148939,78.52656313999998,india,Uttaranchal,High,1359.0,19.1,2.0,2.0,2.0,4.71
2010-07-31,24.9356,93.8443,india,Manipur,Medium,850.0,22.0,8.1,8.1,13.0,2.01
2011-08-12,29.9121,78.1723,india,Uttaranchal,Low,284.0,26.9,8.5,8.5,8.0,2.7
2016-10-15,26.888,88.2796,india,West Bengal,Medium,1520.0,17.5,1.2,1.2,7.0,2.0
2013-06-16,30.7351,79.06659999999998,india,Uttaranchal,Low,3545.0,6.6,132.5,127.8,24.0,0.79
2017-02-03,11.78127207,78.19387994999998,india,Tamil Nadu,High,1295.0,17.0,0.0,0.0,0.0,4.3
2017-06-12,12.89674168,74.85970453,india,Karnataka,Low,67.0,25.6,96.3,96.3,24.0,1.5
2016-07-10,19.34,73.7746,india,Maharashtra,Low,593.0,22.2,48.0,48.0,24.0,1.07
2010-02-10,34.151,74.1213,india,Jammu and Kashmir,Low,1479.0,3.0,0.2,0.0,1.0,1.8
2018-09-29,11.34392645,76.85792558,india,Tamil Nadu,High,845.0,22.5,5.9,5.9,11.0,3.31
2017-09-19,9.980976,77.000961,india,Kerala,High,446.0,21.9,33.6,33.6,24.0,1.25
2018-09-18,33.25717564,75.19682010999999,india,Jammu and Kashmir,Low,824.0,23.7,0.0,0.0,0.0,4.73
2017-06-03,23.86469956,91.8949662,india,Tripura,Low,121.0,26.2,3.4,3.4,12.0,2.8
2014-10-01,27.1249,93.7706,india,Arunachal Pradesh,Medium,151.0,25.7,0.2,0.2,1.0,4.24
2014-05-07,18.5158,73.18219999999998,india,Maharashtra,Low,15.0,31.4,0.0,0.0,0.0,5.78
2014-09-22,26.1985,91.7998,india,Assam,Medium,92.0,24.7,55.8,55.8,24.0,1.06
2010-09-12,25.63961883,94.11112157,india,Nagaland,Low,1499.0,20.5,19.6,19.6,13.0,3.34
2013-08-30,26.4205,94.9731,india,Nagaland,Medium,690.0,25.3,4.7,4.7,11.0,3.15
2010-08-20,30.6509,79.02639999999998,india,Uttaranchal,High,1995.0,19.9,15.0,15.0,24.0,1.5
2008-10-12,27.0167,78.1333,india,Uttar Pradesh,Low,166.0,27.6,0.0,0.0,0.0,4.64
2009-08-19,27.2644,88.1365,india,Sikkim,Low,1278.0,20.4,20.8,20.8,22.0,1.4
2018-08-18,12.82259873,75.62136484,india,Karnataka,Low,410.0,22.2,78.4,78.4,24.0,2.35
2015-06-25,34.141,74.6568,india,Jammu and Kashmir,Low,1581.0,16.5,4.6,4.6,10.0,3.8
2013-09-24,25.0985,94.3619,india,Manipur,Medium,1889.0,18.8,9.9,9.9,13.0,2.91
2015-08-01,24.416,94.0984,india,Manipur,Low,1347.0,18.9,10.9,10.9,18.0,2.27
2015-09-23,26.1666,91.7042,india,Assam,High,231.0,24.7,30.3,30.3,18.0,0.82
2010-09-20,31.1581,77.7155,india,Himachal Pradesh,High,1788.0,17.8,10.0,10.0,13.0,1.98
2010-08-06,32.371,77.24679999999998,india,Himachal Pradesh,Low,3969.0,7.7,31.1,31.1,19.0,1.56
2018-07-31,33.25400876,75.01405986999998,india,Jammu and Kashmir,High,1937.0,19.3,14.1,14.1,19.0,4.43
2011-06-29,32.4318,77.21469999999998,india,Himachal Pradesh,Low,3483.0,8.6,9.3,9.3,13.0,3.45
2015-08-27,23.6866,93.017,india,Mizoram,Low,612.0,24.2,4.1,4.1,9.0,3.29
2010-05-25,34.09,74.02559999999998,india,Jammu and Kashmir,High,1307.0,23.2,0.0,0.0,0.0,6.4
2010-08-05,30.4068,79.33509999999998,india,Uttaranchal,Low,1091.0,22.5,14.4,14.4,24.0,1.35
2012-06-25,27.174,95.8011,india,Arunachal Pradesh,High,295.0,24.6,40.5,40.5,24.0,1.06
2017-07-09,27.092916,93.61882043,india,Arunachal Pradesh,Medium,346.0,24.2,95.1,95.1,23.0,1.33
2017-04-05,26.16066111,91.85294885,india,Assam,Low,102.0,22.3,1.3,1.3,6.0,3.61
2018-08-15,12.4869813,75.74569635999998,india,Karnataka,Medium,1143.0,18.6,62.3,62.3,24.0,1.57
2015-08-18,28.1737,94.7596,india,Arunachal Pradesh,High,610.0,22.2,42.1,42.1,24.0,0.89
2013-07-17,25.7658,93.9413,india,Nagaland,Medium,796.0,24.4,4.0,4.0,8.0,2.55
2011-11-03,10.2445,77.5146,india,Tamil Nadu,Medium,1741.0,16.7,9.4,9.4,14.0,2.68
2008-06-09,24.6596,93.9784,india,Manipur,High,777.0,23.1,7.5,7.5,15.0,2.4
2018-08-16,10.39189518,77.00003782,india,Tamil Nadu,Medium,1343.0,17.5,95.3,95.3,24.0,0.85
2018-06-01,30.72203108,78.44517324999998,india,Uttaranchal,Medium,1290.0,22.0,5.3,5.3,5.0,4.19
2011-06-07,30.2414,78.908,india,Uttaranchal,High,765.0,25.6,4.5,4.5,3.0,5.12
2013-08-05,10.3228,76.4319,india,Kerala,Medium,58.0,23.1,85.6,85.6,24.0,1.32
2010-09-13,23.591,92.9296,india,Mizoram,High,801.0,22.1,18.8,18.8,14.0,1.86
2017-07-01,27.01145644,92.64204045,india,Arunachal Pradesh,Medium,213.0,25.8,88.5,88.5,24.0,1.44
2009-09-09,31.5494,76.90009999999998,india,Himachal Pradesh,High,860.0,21.9,39.1,39.1,19.0,1.5
2015-07-18,24.0406,84.06959999999998,india,Jharkhand,High,231.0,26.7,2.9,2.9,10.0,2.43
2010-07-25,32.2067,76.36409999999998,india,Himachal Pradesh,Medium,1310.0,22.9,7.9,7.9,12.0,2.55
2010-09-16,24.3069,93.125,india,Manipur,Medium,719.0,22.0,13.9,13.9,17.0,1.36
2010-08-20,27.167,88.3652,india,Sikkim,Medium,1516.0,19.1,60.9,60.9,24.0,1.54
2016-07-26,30.6935,77.42659999999998,india,Himachal Pradesh,Low,1620.0,20.9,7.8,7.8,17.0,2.44
2013-09-16,27.0599,88.4674,india,West Bengal,Low,1248.0,20.3,4.7,4.7,6.0,3.47
2018-05-27,11.64235289,78.13176899,india,Tamil Nadu,Low,300.0,29.3,0.8,0.8,2.0,5.14
2010-07-22,33.3893,75.203,india,Jammu and Kashmir,High,1592.0,19.1,32.7,32.7,24.0,1.58
2015-03-22,33.3343,75.1969,india,Jammu and Kashmir,Medium,1188.0,12.8,0.0,0.0,0.0,4.28
2017-06-17,25.43807422,91.79904872,india,Meghalaya,High,1869.0,17.5,74.0,74.0,21.0,1.54
2016-07-26,27.1027,88.12179999999998,india,West Bengal,Low,1102.0,20.6,131.7,131.7,24.0,0.58
2007-09-11,27.2084,88.49089999999998,india,Sikkim,Medium,350.0,25.4,7.7,7.7,19.0,2.41
2018-09-03,11.16100669,76.12754726999998,india,Kerala,High,32.0,26.1,0.0,0.0,0.0,4.75
2017-07-08,25.06466676,94.27420555,india,Manipur,Medium,1126.0,21.7,87.0,87.0,22.0,1.98
2018-10-24,13.07696939,77.60271045,india,Karnataka,High,909.0,22.2,0.0,0.0,0.0,5.52
2015-03-30,33.9445,74.799,india,Jammu and Kashmir,Medium,1624.0,6.1,1.1,1.1,1.0,2.41
2013-08-05,10.0486,76.76059999999998,india,Kerala,Low,59.0,21.8,53.8,53.8,24.0,0.82
2012-08-20,33.0829,74.83329999999998,india,Jammu and Kashmir,Low,519.0,25.2,16.9,16.9,17.0,1.9
2010-10-10,25.6623,94.1072,india,Nagaland,Medium,1394.0,18.3,1.3,1.3,7.0,2.99
2008-06-14,27.0998,93.6287,india,Arunachal Pradesh,High,402.0,23.5,22.8,22.8,17.0,1.32
2012-02-19,33.2361,75.2441,india,Jammu and Kashmir,Low,791.0,10.9,1.9,1.9,6.0,2.16
2014-10-12,18.3297,82.9565,india,Andhra Pradesh,Low,1040.0,20.5,179.1,179.1,24.0,0.42
2015-08-13,31.7756,76.9876,india,Himachal Pradesh,Low,1001.0,23.5,3.5,3.5,9.0,3.2
2012-08-21,34.6113,74.9499,india,Jammu and Kashmir,Medium,2678.0,18.3,3.4,3.4,9.0,3.88
2017-04-17,31.76419233,77.29184098,india,Himachal Pradesh,Medium,1550.0,20.7,0.0,0.0,0.0,5.87
2016-05-18,24.5202,92.7239,india,Assam,High,39.0,25.5,28.0,28.0,19.0,2.58
2010-07-29,30.7467,78.4517,india,Uttaranchal,High,1167.0,25.2,11.7,11.7,10.0,3.76
2018-05-12,23.73672831,92.7516868,india,Mizoram,High,822.0,20.3,3.2,3.2,2.0,4.32
2017-04-30,32.3071683,77.60234008,india,Himachal Pradesh,Medium,4162.0,-6.3,16.7,0.1,23.0,2.62
2011-08-16,25.5144,90.2167,india,Meghalaya,Medium,327.0,24.1,66.9,66.9,23.0,1.03
2018-10-13,30.89560904,77.00451278999998,india,Himachal Pradesh,High,1380.0,15.0,0.1,0.1,1.0,3.3
2010-08-31,16.5332,80.61029999999998,india,Andhra Pradesh,High,133.0,26.8,4.6,4.6,8.0,3.87
2017-10-22,25.533595,94.133345,india,Manipur,Medium,1734.0,16.1,67.7,67.7,16.0,1.35
2011-02-16,33.2609,75.244,india,Jammu and Kashmir,High,1549.0,2.6,13.9,12.4,19.0,1.48
2012-08-18,32.1797,77.19469999999998,india,Himachal Pradesh,Low,1854.0,19.4,12.2,12.2,19.0,2.28
2011-02-25,32.18685848,77.17659767,india,Himachal Pradesh,Medium,2333.0,-1.9,6.8,3.2,18.0,1.59
2013-09-30,30.6004,78.31539999999998,india,Uttaranchal,High,904.0,22.7,9.1,9.1,11.0,3.26
2018-05-13,33.635888490000006,74.51370901,india,Jammu and Kashmir,Low,3417.0,6.5,1.6,1.6,6.0,3.46
2008-08-28,27.337,88.60899999999998,india,Sikkim,Medium,1535.0,18.5,76.1,76.1,24.0,0.84
2010-08-31,16.5157,80.6525,india,Andhra Pradesh,Medium,121.0,26.9,3.5,3.5,8.0,4.09
2010-09-19,30.9009,77.4668,india,Himachal Pradesh,Medium,2422.0,12.9,63.0,63.0,24.0,0.69
2015-07-26,30.2411,78.90139999999998,india,Uttaranchal,Medium,634.0,27.7,10.1,10.1,9.0,4.44
2010-09-19,31.4582,78.2114,india,Himachal Pradesh,Low,2994.0,7.3,74.4,74.4,24.0,0.55
2016-06-26,19.3805,84.5699,india,Orissa,Medium,64.0,27.7,6.2,6.2,15.0,3.45
2014-10-15,31.0164,77.0991,india,Himachal Pradesh,Medium,1675.0,13.7,3.9,3.9,7.0,2.48
2014-03-18,34.6651,73.961,india,Jammu and Kashmir,High,1809.0,4.2,18.2,9.0,20.0,1.99
2011-08-06,31.69137979,77.13222306,india,Himachal Pradesh,Medium,926.0,24.2,7.8,7.8,9.0,3.01
2010-08-09,30.6463,79.5306,india,Uttaranchal,High,2088.0,18.1,19.7,19.7,20.0,2.39
2013-08-14,33.4431,75.1915,india,Jammu and Kashmir,Low,1661.0,18.4,33.6,33.6,24.0,1.08
2010-09-19,30.4326,78.0767,india,Uttaranchal,Low,1431.0,18.3,76.9,76.9,24.0,0.71
2010-06-09,31.09907494,77.1723589,india,Himachal Pradesh,Low,2043.0,15.4,31.0,31.0,15.0,3.55
2017-06-27,24.30415689,93.18182448,india,Manipur,Low,846.0,23.1,24.4,24.4,20.0,2.98
2011-08-07,31.7083,76.9316,india,Himachal Pradesh,High,764.0,25.6,3.3,3.3,10.0,3.03
2009-09-12,31.1032,77.16249999999998,india,Himachal Pradesh,Medium,2049.0,14.9,61.9,61.9,17.0,1.19
2010-06-19,17.8975,73.29609999999998,india,Maharashtra,Low,210.0,25.8,3.8,3.8,10.0,2.93
2013-08-16,26.3897,94.9439,india,Nagaland,Medium,514.0,25.7,16.4,16.4,14.0,3.31
2017-06-19,27.06992579,93.6146564,india,Arunachal Pradesh,High,204.0,24.9,10.9,10.9,19.0,1.89
2013-06-25,11.4991,76.4949,india,Tamil Nadu,High,955.0,19.9,5.4,5.4,15.0,2.17
2018-09-13,11.84413018,76.08364903,india,Kerala,High,771.0,22.7,0.0,0.0,0.0,4.82
2012-03-04,25.1604,93.6795,india,Manipur,Low,1065.0,15.0,2.4,2.4,8.0,3.09
2017-07-03,26.22247247,91.92053028,india,Assam,Medium,70.0,26.2,56.7,56.7,24.0,1.2
2012-09-15,32.9295,75.14319999999998,india,Jammu and Kashmir,Medium,768.0,23.6,4.0,4.0,10.0,3.21
2015-09-14,23.7313,92.7187,india,Mizoram,Medium,1039.0,21.2,9.6,9.6,9.0,3.03
2007-06-15,26.8096,88.52599999999998,india,West Bengal,High,156.0,24.5,63.4,63.4,24.0,1.1
2014-09-02,19.2677,73.0618,india,Maharashtra,Low,27.0,25.0,35.3,35.3,23.0,1.35
2013-08-04,26.284,94.5808,india,Nagaland,High,728.0,25.5,16.4,16.4,17.0,3.92
2018-08-18,29.3841749,79.46310565999998,india,Uttaranchal,High,1938.0,18.6,5.4,5.4,13.0,2.64
2013-09-25,21.6989,74.17199999999998,india,Maharashtra,Medium,1152.0,17.7,66.3,66.3,22.0,0.84
2016-11-16,11.28965,76.94171,india,Tamil Nadu,High,340.0,26.2,0.2,0.2,2.0,4.32
2016-10-12,27.2676,88.2891,india,Sikkim,Medium,573.0,22.1,121.6,121.6,24.0,0.9
2015-06-13,27.0165,88.2476,india,West Bengal,Low,2185.0,16.8,16.2,16.2,23.0,2.12
2009-08-16,26.9599,88.268,india,West Bengal,Medium,1861.0,17.6,48.6,48.6,24.0,1.19
2013-05-08,24.0896,91.4663,india,Tripura,Low,107.0,22.9,57.9,57.9,24.0,1.21
2009-09-10,32.4035,77.5796,india,Himachal Pradesh,Medium,4375.0,0.9,12.1,1.1,24.0,2.02
2013-07-17,25.7131,94.0885,india,Nagaland,High,1402.0,21.6,5.5,5.5,18.0,2.5
2007-06-25,11.7095,76.074,india,Kerala,High,725.0,21.9,13.5,13.5,23.0,2.36
2011-07-29,27.5862,80.1306,india,Uttar Pradesh,Low,144.0,27.6,5.0,5.0,16.0,2.4
2015-08-19,25.0728,92.3636,india,Meghalaya,Low,120.0,24.4,66.6,66.6,24.0,0.58
2015-08-27,24.042,92.6724,india,Mizoram,Low,815.0,22.8,13.4,13.4,12.0,2.85
2013-08-04,25.8376,94.5234,india,Nagaland,Medium,801.0,25.5,7.4,7.4,12.0,3.79
2008-01-06,33.1517,75.5464,india,Jammu and Kashmir,Medium,1214.0,5.4,8.4,7.2,13.0,0.67
2017-04-06,25.08303063,94.23757741,india,Manipur,Low,1672.0,14.8,8.1,8.1,15.0,2.3
2010-09-06,32.0987,77.1495,india,Himachal Pradesh,High,1587.0,20.1,10.8,10.8,18.0,2.26
2015-07-21,33.7403,77.75589999999998,india,Jammu and Kashmir,Medium,3702.0,12.2,8.3,8.3,17.0,3.53
2011-06-14,32.36079826,77.23083056,india,Himachal Pradesh,Medium,3820.0,1.6,1.5,1.5,2.0,4.02
2012-06-07,27.7565,88.632,india,Sikkim,Medium,3893.0,4.6,4.3,4.3,9.0,2.61
2016-03-07,22.1337,78.8979,india,Madhya Pradesh,Low,769.0,22.0,4.7,4.7,7.0,4.06
2009-08-16,26.8867642,88.28044714,india,West Bengal,Low,1556.0,19.6,165.3,165.3,24.0,1.16
2012-04-08,28.4659,95.86,india,Arunachal Pradesh,Low,1026.0,15.1,6.4,6.4,13.0,2.29
2011-08-06,9.49739318,76.86963750000001,india,Kerala,Low,101.0,23.8,19.0,19.0,20.0,2.41
2016-06-02,16.5145,80.6526,india,Andhra Pradesh,Low,152.0,33.4,0.1,0.1,1.0,6.43
2013-07-03,15.4123,74.2664,india,Goa,High,466.0,22.0,21.8,21.8,24.0,2.06
2011-06-28,25.6682,94.1099,india,Nagaland,High,1439.0,20.6,24.8,24.8,24.0,2.53
2018-08-10,31.34335179,76.76200670999998,india,Himachal Pradesh,Low,549.0,27.7,2.2,2.2,8.0,4.27
2014-09-09,31.7766,76.98319999999998,india,Himachal Pradesh,Medium,976.0,21.7,3.1,3.1,7.0,3.31
2016-08-09,31.70779,76.932771,india,Himachal Pradesh,Low,763.0,25.3,6.5,6.5,11.0,2.92
2010-07-06,30.2485,78.88469999999998,india,Uttaranchal,High,912.0,24.9,18.0,18.0,24.0,2.35
2016-06-26,18.241,73.4469,india,Maharashtra,High,431.0,22.7,24.0,24.0,24.0,1.3
2017-06-30,33.013463689999995,74.93530188999999,india,Jammu and Kashmir,Medium,1609.0,19.5,109.1,109.1,14.0,3.84
2011-10-15,10.4497,77.5206,india,Tamil Nadu,High,326.0,25.0,14.8,14.8,15.0,3.76
2014-08-17,27.0869,93.6086,india,Arunachal Pradesh,Low,312.0,25.2,3.6,3.6,11.0,2.61
2017-06-05,25.14429782,93.97198129,india,Manipur,Medium,1038.0,22.4,3.7,3.7,6.0,3.82
2018-09-24,33.03222222,75.90944444,india,Jammu and Kashmir,Low,1612.0,18.4,18.4,18.4,10.0,3.5
2012-06-03,25.1775,93.0123,india,Assam,Low,646.0,23.6,183.9,183.9,23.0,1.86
2013-07-24,30.4605,79.4774,india,Uttaranchal,Medium,2465.0,15.6,12.6,12.6,21.0,3.06
2017-03-13,17.46562972,78.35650523999999,india,Telangana,Low,607.0,25.6,0.0,0.0,0.0,6.13
2011-07-25,32.1896,77.187,india,Himachal Pradesh,High,1762.0,20.0,51.2,51.2,17.0,0.9
2010-07-22,29.6095,79.6628,india,Uttaranchal,Low,1493.0,19.9,61.6,61.6,19.0,1.43
2013-07-24,30.301,79.36279999999998,india,Uttaranchal,Medium,1032.0,23.7,6.0,6.0,16.0,3.4
2018-08-01,11.96697752,75.80869049999998,india,Kerala,Medium,97.0,23.7,20.2,20.2,24.0,1.84
2018-09-13,32.22681803,76.32377459,india,Himachal Pradesh,Medium,1629.0,18.7,44.8,44.8,19.0,2.45
2013-08-14,32.9913,75.1915,india,Jammu and Kashmir,Low,835.0,23.1,12.2,12.2,20.0,1.99
2016-12-09,19.641991,82.354055,india,Orissa,Medium,652.0,19.7,0.0,0.0,0.0,3.63
2010-09-20,29.3376357,79.48354487,india,Uttaranchal,Medium,1246.0,21.1,5.8,5.8,11.0,2.69
2017-06-05,8.55866825,76.89785918,india,Kerala,Low,22.0,26.3,11.3,11.3,21.0,3.25
2010-07-17,30.6358,77.54349999999998,india,Himachal Pradesh,High,1636.0,21.3,28.9,28.9,23.0,1.68
2013-08-06,32.8363,75.1489,india,Jammu and Kashmir,Low,602.0,24.6,15.8,15.8,17.0,1.4
2017-05-15,15.41602484,75.61670443,india,Karnataka,Medium,662.0,27.7,0.7,0.7,2.0,5.82
2016-04-04,34.4002,74.27979999999998,india,Jammu and Kashmir,Medium,1605.0,9.1,22.8,22.8,24.0,2.12
2011-07-07,25.4191,94.1079,india,Manipur,Low,1395.0,20.5,6.8,6.8,15.0,3.55
2010-09-24,9.8988,76.39019999999998,india,Kerala,High,10.0,24.8,47.8,47.8,19.0,1.72
2016-08-07,22.479713,77.970495,india,Madhya Pradesh,Medium,367.0,23.4,31.1,31.1,24.0,0.7
2008-02-08,12.9752,77.6092,india,Karnataka,Medium,917.0,22.9,1.9,1.9,6.0,3.47
2013-08-16,26.4205,94.9731,india,Nagaland,Medium,690.0,24.8,16.4,16.4,14.0,3.26
2016-07-03,19.336,73.7793,india,Maharashtra,Low,595.0,22.6,29.0,29.0,24.0,1.45
2015-08-02,25.72,94.6219,india,Nagaland,Medium,1765.0,19.0,5.5,5.5,13.0,3.35
2010-07-29,25.4196,94.1054,india,Manipur,High,1415.0,20.1,29.0,29.0,20.0,1.58
2013-11-13,8.4951,76.921,india,Kerala,Medium,5.0,25.1,6.2,6.2,12.0,2.47
2013-07-07,31.7018,76.9424,india,Himachal Pradesh,Medium,766.0,24.4,7.1,7.1,19.0,1.7
2009-05-26,27.0095,88.2592,india,West Bengal,High,2196.0,12.3,130.4,130.4,24.0,0.53
